LONGITUDE,LATITUDE,LONDEC,LATDEC,REGIONAL,FOLIOREG,TITULAR,ESTADO,MUPIO,USO_SUB,CVE_ACUHOM,ACU_SUBHOM,VOL_CONS,NUM,KML_STYLE
"107° 11' 08.0000"" W","28° 28' 30.0000"" N",-107.1855556,28.475,2,02CHI135585/09AMGE00,FERNANDO Y ALEJANDRO RAMIREZ DEL VAL,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,360000,1,point1
"107° 28' 39.1000"" W","28° 31' 57.0000"" N",-107.4775278,28.5325,2,02CHI135587/09AMGE00,ROSA MARIA NAVA URIBE Y SANTIAGO BAUTISTA RODRIGUEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,225000,1,point1
"107° 44' 15.0000"" W","28° 50' 40.0000"" N",-107.7375,28.84444444,2,02CHI135588/09AMGE00,HUERTAS EL PANTEON S.P.R. DE R.I. DE C.V.,8,43,AGRICOLA,860,GUERRERO-YEPOMERA,130000,1,point1
"107° 11' 20.0000"" W","28° 28' 30.0000"" N",-107.1888889,28.475,2,02CHI135589/09AMGE00,FERNANDO Y ALEJANDRO RAMIREZ DEL VAL,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,231660,1,point1
"108° 04' 06.1000"" W","29° 10' 32.1000"" N",-108.0683611,29.17558333,2,02CHI135616/09AMGE00,LIDIA BUSTILLOS RASCON; LUIS EDUARDO BARRAZA BUSTILLOS; JESUS ARMANDO BARRAZA BUSTILLOS,8,40,AGRICOLA,859,MADERA,120000,1,point1
"107° 29' 20.0000"" W","28° 32' 30.0000"" N",-107.4888889,28.54166667,2,02CHI135640/09AMGE00,ROSA MARIA NAVA URIBE; SANTIAGO BAUTISTA RODRIGUEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,120000,1,point1
"107° 24' 56.0000"" W","28° 28' 15.0000"" N",-107.4155556,28.47083333,2,02CHI135643/09AMGE00,ERIVES; SOCIEDAD DE PRODUCCION RURAL DE RESPONSABILIDAD LIMITADA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,96000,1,point1
"107° 35' 02.0000"" W","28° 41' 30.0000"" N",-107.5838889,28.69166667,2,02CHI135857/09IPGE00,SALVADOR ENRIQUEZ DUARTE,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,13500,1,point1
"107° 22' 15.0000"" W","27° 27' 47.0000"" N",-107.3708333,27.46305556,2,02CHI136062/09AMGE01,CONCEPCION SOLANO ENRIQUEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,80000,1,point1
"107° 20' 44.0000"" W","28° 27' 31.0000"" N",-107.3455556,28.45861111,2,02CHI136063/09AMGE01,CONCEPCION SOLANO ENRIQUEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,360000,1,point1
"107° 55' 55.0000"" W","29° 23' 16.0000"" N",-107.9319444,29.38777778,2,02CHI136182/09AMGE01,ENRIQUE TORRES ARREOLA,8,40,AGRICOLA,802,ALTA BABICORA,120000,1,point1
"108° 05' 51.0000"" W","29° 14' 44.0000"" N",-108.0975,29.24555556,2,02CHI136378/09HMGE06,PRESIDENCIA MUNICIPAL DE MADERA,8,40,PUBLICO URBANO,859,MADERA,24375,1,point1
"107° 20' 10.0000"" W","28° 28' 35.0000"" N",-107.3361111,28.47638889,2,02CHI136384/09AMGE06,CONCEPCION SOLANO ENRIQUEZ; ROSA NELIDA WOOKE SOLANO Y JORGE LUIS  WOOKEE SOLANO,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,90000,1,point1
"107° 28' 01.0000"" W","28° 32' 40.0000"" N",-107.4669444,28.54444444,2,02CHI136389/09AMGE01,LUIS ROBERTO CABRERA ZAPATA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,24000,1,point1
"107° 13' 44.0000"" W","28° 22' 04.0000"" N",-107.2288889,28.36777778,2,02CHI136501/09AMGR01,JAVIER MEDELLIN GAN,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,180000,1,point1
"107° 49' 46.0000"" W","29° 00' 41.0000"" N",-107.8294444,29.01138889,2,02CHI136531/09ADGE05,CARLOS VARGAS ROSAS,8,63,AGRICOLA,860,GUERRERO-YEPOMERA,23500,1,point1
"107° 13' 40.0000"" W","28° 31' 01.0000"" N",-107.2277778,28.51694444,2,02CHI136933/09AMGE06,BENITO; MARIA LUISA; MARIA CECILIA; TOMAS ALBERTO; JOSE EDUARDO;  MIGUEL ANTONIO; ROSARIO; MARGARITA;  REGINA; LUIS RAUL Y MARIA TERESA FERNANDEZ ITURRIZA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,360000,1,point1
"107° 28' 06.0000"" W","28° 42' 04.0000"" N",-107.4683333,28.70111111,2,02CHI137039/09AMGE04,DELIA GONZALEZ JAIMES,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,120000,1,point1
"107° 17' 32.0000"" W","28° 28' 40.0000"" N",-107.2922222,28.47777778,2,02CHI137047/09AMDL07,ROBERTO GARCIA CHAVEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,246000,1,point1
"107° 05' 00.0000"" W","28° 21' 36.0000"" N",-107.0833333,28.36,2,02CHI137173/09AMGE03,FERNANDO VARGAS PEREZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,360000,1,point1
"107° 28' 03.0000"" W","28° 30' 37.0000"" N",-107.4675,28.51027778,2,02CHI137186/09AMGE03,SAUL GONZALEZ HERRERA; RICARDO JAVIER SUAREZ ESTRADA; JORGE SUAREZ ESTRADA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,66000,1,point1
"107° 23' 45.0000"" W","28° 31' 21.0000"" N",-107.3958333,28.5225,2,02CHI137221/09FMGE06,JUGOMEX; S.A. DE C.V.,8,31,INDUSTRIAL,860,GUERRERO-YEPOMERA,250000,1,point1
"107° 33' 51.0000"" W","28° 39' 03.0000"" N",-107.5641667,28.65083333,2,02CHI137245/09AMGE03,UBALDO MADRID ENRIQUEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,180000,1,point1
"107° 37' 08.0000"" W","28° 44' 25.0000"" N",-107.6188889,28.74027778,2,02CHI137246/09AMGE03,UBALDO MADRID ENRIQUEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,180000,1,point1
"107° 24' 15.0000"" W","28° 34' 29.0000"" N",-107.4041667,28.57472222,2,02CHI137266/09AMGE04,HUERTAS DE LA EMPACADORA S. DE P.R. DE R.L.,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,300000,1,point1
"107° 27' 13.0000"" W","28° 33' 11.0000"" N",-107.4536111,28.55305556,2,02CHI137283/09AMGE03,OLIVIA ESTELA ALMUINA DOMINGUEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,150000,1,point1
"108° 00' 03.0000"" W","29° 11' 53.0000"" N",-108.0008333,29.19805556,2,02CHI137444/09AMGE03,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 124,8,40,AGRICOLA,859,MADERA,216000,1,point1
"107° 15' 15.0000"" W","28° 22' 05.0000"" N",-107.2541667,28.36805556,2,02CHI137471/09AMGE05,SUCESION A BIENES DE RAMON GAN JAIME,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,180000,1,point1
"107° 03' 49.0000"" W","28° 25' 16.0000"" N",-107.0636111,28.42111111,2,02CHI137503/09AMGE03,ABELINO MONTOYA MARTINEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,36000,1,point1
"107° 16' 27.0000"" W","28° 24' 11.0000"" N",-107.2741667,28.40305556,2,02CHI137516/09AMGE03,OLIVIA GOMEZ DOMINGUEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,180000,1,point1
"107° 09' 58.0000"" W","28° 24' 20.0000"" N",-107.1661111,28.40555556,2,02CHI137539/09AMGE04,GERHARD REMPEL BLATZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,300000,1,point1
"107° 15' 00.0000"" W","29° 31' 44.0000"" N",-107.25,29.52888889,2,02CHI137559/09AMGE04,CORNELIO WALL REIMER,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,159735,1,point1
"107° 19' 29.0000"" W","28° 29' 31.0000"" N",-107.3247222,28.49194444,2,02CHI137569/09AMGE03,UNIDAD DE RIEGO POZO 1; EJIDO LA JUNTA Y ANEXAS,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,378000,1,point1
"107° 15' 12.0000"" W","28° 24' 34.0000"" N",-107.2533333,28.40944444,2,02CHI137574/09AMGE03,MELECIO PALACIOS LOYA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,240000,1,point1
"107° 23' 53.0000"" W","28° 31' 48.0000"" N",-107.3980556,28.53,2,02CHI137575/09AMGE03,GRUPO BAJIO DE LOS CHAVEZ; EJ. BASUCHIL,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,324000,1,point1
"107° 23' 50.0000"" W","28° 31' 52.0000"" N",-107.3972222,28.53111111,2,02CHI137576/09AMGE04,GRUPO BAJIO DE LOS CHAVEZ; EJIDO BASUCHIL,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,183000,1,point1
"107° 56' 25.0000"" W","29° 18' 16.0000"" N",-107.9402778,29.30444444,2,02CHI137577/09AMGE03,CRUZ OCTAVIO SAENZ NAJERA,8,40,AGRICOLA,802,ALTA BABICORA,93000,1,point1
"107° 54' 15.0000"" W","29° 25' 50.0000"" N",-107.9041667,29.43055556,2,02CHI137578/09AMGE03,RODOLFO BENCOMO ORTIZ,8,40,AGRICOLA,802,ALTA BABICORA,120000,1,point1
"107° 24' 12.0000"" W","28° 41' 40.0000"" N",-107.4033333,28.69444444,2,02CHI137579/09AMGE03,MARIA ELENA RICO GONZALEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,240000,1,point1
"107° 05' 10.0000"" W","28° 20' 52.0000"" N",-107.0861111,28.34777778,2,02CHI137580/09AMGE03,CARLOS HUMBERTO ORDOÑEZ CASTILLO,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,210000,1,point1
"107° 13' 02.0000"" W","28° 30' 04.0000"" N",-107.2172222,28.50111111,2,02CHI137583/09AMGE03,MARIA CRISTINA GARCIA TERRAZAS,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,240000,1,point1
"107° 27' 07.0000"" W","28° 32' 45.0000"" N",-107.4519444,28.54583333,2,02CHI137656/09FMDL07,CONSORCIO PROGRESIVO DE SERVICIOS REFRESQUEROS; S.A. DE C.V.,8,31,INDUSTRIAL,860,GUERRERO-YEPOMERA,40000,1,point1
"107° 32' 47.2000"" W","28° 36' 27.2000"" N",-107.5464444,28.60755556,2,02CHI137742/09AMGE04,JOSE CRUZ ARMENDARIZ AGUIRRE,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,180000,1,point1
"108° 01' 54.0000"" W","29° 22' 44.0000"" N",-108.0316667,29.37888889,2,02CHI137759/09AMGE04,ABEL CORRAL SALCIDO,8,40,AGRICOLA,802,ALTA BABICORA,120000,1,point1
"107° 59' 00.0000"" W","29° 20' 15.0000"" N",-107.9833333,29.3375,2,02CHI137812/09AMGE04,GRUPO DE TRABAJO MADERA POZO NUM. 2,8,40,AGRICOLA,802,ALTA BABICORA,480000,1,point1
"107° 16' 00.0000"" W","28° 27' 40.0000"" N",-107.2666667,28.46111111,2,02CHI137813/09AMGE04,MARTIN RODRIGUEZ ESTRADA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,54000,1,point1
"107° 07' 33.6000"" W","28° 25' 45.8000"" N",-107.126,28.42938889,2,02CHI137820/09AMGE04,GUADALUPE GALLEGOS MONTES,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,300000,1,point1
"107° 13' 39.0000"" W","28° 22' 33.0000"" N",-107.2275,28.37583333,2,02CHI137849/09AMGE05,SUCESION A BIENES DE ELISEO GAN JAIME,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,180000,1,point1
"108° 06' 56.0000"" W","29° 07' 59.0000"" N",-108.1155556,29.13305556,2,02CHI137921/09AMGE04,REYES VARGAS CAMPOS,8,40,AGRICOLA,859,MADERA,60000,1,point1
"107° 14' 53.0000"" W","28° 28' 14.0000"" N",-107.2480556,28.47055556,2,02CHI138066/09AMGE05,JOSE LUIS GRAJEDA ALDERETE,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,240000,1,point1
"107° 22' 40.0000"" W","28° 35' 50.0000"" N",-107.3777778,28.59722222,2,02CHI138144/09AMGE04,EJIDO CALERA; GRUPO PLAN DE AYALA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,400000,1,point1
"107° 26' 21.0000"" W","28° 34' 08.0000"" N",-107.4391667,28.56888889,2,02CHI138252/09ANGE06,PASCUAL LEYVA DOMINGUEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,12000,1,point1
"107° 15' 45.0000"" W","28° 27' 30.0000"" N",-107.2625,28.45833333,2,02CHI138307/09AMGE05,LEONEL HUMBERTO GARCIA CHAVEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,240000,1,point1
"107° 10' 05.0000"" W","29° 31' 40.0000"" N",-107.1680556,29.52777778,2,02CHI138310/09AMGE05,CORNELIO WALL REIMER,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,104310,1,point1
"107° 19' 15.0000"" W","29° 34' 10.0000"" N",-107.3208333,29.56944444,2,02CHI138311/09AMGE05,CORNELIO WALL REIMER,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,144000,1,point1
"107° 11' 54.0000"" W","28° 19' 12.0000"" N",-107.1983333,28.32,2,02CHI138318/09AMGE05,MACLOVIO MURILLO MORALES; ARNULFO MURILLO MORALES; GREGORIO MURILLO DURAN,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,240000,1,point1
"107° 10' 32.0000"" W","28° 18' 03.0000"" N",-107.1755556,28.30083333,2,02CHI138336/09AMGE05,MARCO ANTONIO CUESTA RODRIGUEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,276000,1,point1
"107° 28' 22.6000"" W","28° 39' 59.0000"" N",-107.4729444,28.66638889,2,02CHI138396/09AMGE05,MARIA ELENA RICO GONZALEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,165000,1,point1
"107° 12' 21.2000"" W","28° 29' 05.2000"" N",-107.2058889,28.48477778,2,02CHI138399/09AMGE05,FILIBERTO MIRAMONTES MALDONADO,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,360000,1,point1
"107° 32' 55.0000"" W","28° 52' 53.0000"" N",-107.5486111,28.88138889,2,02CHI138407/09AMGE05,JUAN RIOS PEREZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,84000,1,point1
"107° 27' 32.0000"" W","28° 17' 38.0000"" N",-107.4588889,28.29388889,2,02CHI138413/09GMGE05,SAUL MENDOZA RASCON,8,31,PECUARIO,860,GUERRERO-YEPOMERA,6570,1,point1
"107° 30' 41.0000"" W","28° 26' 42.0000"" N",-107.5113889,28.445,2,02CHI138489/09AMGE05,CLAUDIO GONZALEZ LARDIZABAL,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,108000,1,point1
"107° 26' 00.0000"" W","28° 26' 49.0000"" N",-107.4333333,28.44694444,2,02CHI138490/09AMGE05,GRUPO DE TRABAJO POZO NUM. 4  ( LA UNION ),8,31,AGRICOLA,860,GUERRERO-YEPOMERA,300000,1,point1
"107° 31' 09.3000"" W","28° 28' 19.5000"" N",-107.51925,28.47208333,2,02CHI138494/09AMGE05,OCTAVIO SOCORRO GARCIA ALMEIDA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,120000,1,point1
"107° 10' 49.8000"" W","28° 23' 08.8000"" N",-107.1805,28.38577778,2,02CHI138496/09AMGE05,HECTOR COSS PONCE,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,204000,1,point1
"107° 30' 30.0000"" W","28° 35' 40.0000"" N",-107.5083333,28.59444444,2,02CHI138498/09AMGE05,SUCESION A BIENES DE ANTONIA ESTRADA CORDOBA VDA. DE CHAVEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,150000,1,point1
"107° 56' 05.0000"" W","29° 22' 02.0000"" N",-107.9347222,29.36722222,2,02CHI138499/34AMGE05,FRANCISCO OCTAVIO CANO MAGALLANES Y TRINIDAD OROZCO CHACON,8,40,AGRICOLA,802,ALTA BABICORA,240000,1,point1
"107° 32' 08.0000"" W","28° 41' 52.0000"" N",-107.5355556,28.69777778,2,02CHI138500/09AMGE05,ANTONIO BOJORQUEZ ROSAS,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,120000,1,point1
"107° 16' 15.0000"" W","28° 26' 12.0000"" N",-107.2708333,28.43666667,2,02CHI138511/09AMGE05,MARTIN RODRIGUEZ ESTRADA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,16000,1,point1
"107° 27' 45.0000"" W","28° 28' 49.0000"" N",-107.4625,28.48027778,2,02CHI138536/09AMGE05,EJIDO MIÑACA; GRUPO DE TRABAJO LOMA LARGA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,180000,1,point1
"107° 11' 04.0000"" W","28° 31' 13.0000"" N",-107.1844444,28.52027778,2,02CHI138537/09AMGE05,KARLA OFELIA ENRIQUEZ WEST,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,210000,1,point1
"107° 36' 56.0000"" W","28° 45' 20.0000"" N",-107.6155556,28.75555556,2,02CHI138543/09AMGE05,UBALDO MADRID ENRIQUEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,420000,1,point1
"107° 25' 19.0000"" W","28° 34' 29.0000"" N",-107.4219444,28.57472222,2,02CHI138568/09AMGE05,HERMINIA BENCOMO NEVAREZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,300000,1,point1
"107° 37' 41.0000"" W","28° 44' 15.0000"" N",-107.6280556,28.7375,2,02CHI138587/09AMGE05,MARIA DOLORES DUARTE GUZMAN,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,180000,1,point1
"107° 32' 27.0000"" W","28° 36' 09.0000"" N",-107.5408333,28.6025,2,02CHI138589/09AMGE05,JUAN CARLOS TERAN DOMINGUEZ; LEONEL RAMIRO TERAN DOMINGUEZ; FRANCISCO JAVIER TERAN DOMINGUEZ; MIRIAM LIZBETH BLANCO JUAREZ; GUADALUPE LOZANO GARCIA; MARIA AUXILIADORA LOPEZ YAÑEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,180000,1,point1
"107° 32' 23.0000"" W","28° 36' 46.0000"" N",-107.5397222,28.61277778,2,02CHI138590/09AMGE05,FRANCISCO JAVIER TERAN DOMINGUEZ; LEONEL RAMIRO TERAN DOMINGUEZ; JUAN CARLOS TERAN DOMINGUEZ; GUADALUPE LOZANO GARCIA; MARIA AUXILIADORA LOPEZ YAÑEZ; MIRIAM LIZBETH BLANCO JUAREZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,180000,1,point1
"107° 06' 29.0000"" W","28° 20' 43.0000"" N",-107.1080556,28.34527778,2,02CHI138604/09AMGE05,LUZ FABIOLA CORRAL PEREZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,42000,1,point1
"107° 44' 01.0000"" W","28° 47' 18.0000"" N",-107.7336111,28.78833333,2,02CHI138653/09IMGE05,IVONNE PATRICIA CARBALLO CHAVEZ,8,43,AGRICOLA,860,GUERRERO-YEPOMERA,97825,1,point1
"107° 32' 17.0000"" W","28° 24' 47.0000"" N",-107.5380556,28.41305556,2,02CHI138654/09AMGE05,ALFREDO GARCIA MARTINEZ Y SONIA HERNANDEZ DE GARCIA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,215000,1,point1
"107° 31' 00.4000"" W","28° 23' 52.2000"" N",-107.5167778,28.39783333,2,02CHI138655/09AMGE05,JOSE JESUS MENA LOPEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,200000,1,point1
"107° 14' 29.0000"" W","28° 27' 19.0000"" N",-107.2413889,28.45527778,2,02CHI138656/09AMGE05,EDMAR PLETT DUECK,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,420000,1,point1
"107° 32' 41.4000"" W","28° 36' 56.2000"" N",-107.5448333,28.61561111,2,02CHI138657/09AMGE05,SALVADOR SAENZ MENDOZA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,180000,1,point1
"106° 05' 33.0000"" W","28° 39' 28.0000"" N",-106.0925,28.65777778,2,02CHI138658/09AMGE05,ABRAHAM MARTENS REIMER,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,240000,1,point1
"106° 05' 33.4000"" W","28° 39' 28.6000"" N",-106.0926111,28.65794444,2,02CHI138659/09AMGE05,ABRAHAM MARTENS REIMER,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,270000,1,point1
"107° 21' 00.0000"" W","28° 30' 00.0000"" N",-107.35,28.5,2,02CHI138669/09AMGE06,IGNACIO LOYA CEBALLOS,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,67080,1,point1
"107° 29' 07.0000"" W","28° 35' 00.0000"" N",-107.4852778,28.58333333,2,02CHI138750/09AMGE05,JESUS MANUEL SERRANO DOMINGUEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,60000,1,point1
"107° 40' 52.0000"" W","28° 50' 50.0000"" N",-107.6811111,28.84722222,2,02CHI138784/09IMGE05,DAVID VARELA LUJAN,8,43,AGRICOLA,860,GUERRERO-YEPOMERA,122737,1,point1
"107° 09' 52.7000"" W","28° 30' 56.5000"" N",-107.1646389,28.51569444,2,02CHI138789/09AMGE05,MANUEL ARMANDO  Y  OSCAR JESUS ENRIQUEZ LOYA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,300000,1,point1
"107° 14' 10.0000"" W","28° 26' 15.0000"" N",-107.2361111,28.4375,2,02CHI138798/09AMGE05,LEONARDO MATA OLIVAS,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,78000,1,point1
"107° 27' 58.0000"" W","28° 38' 58.0000"" N",-107.4661111,28.64944444,2,02CHI138909/09AMGE05,SIMON VENZOR VAZQUEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,240000,1,point1
"107° 11' 29.0000"" W","28° 20' 49.0000"" N",-107.1913889,28.34694444,2,02CHI138914/09IPGE05,JESUS OCTAVIO MENDOZA CORRAL,8,31,PECUARIO,860,GUERRERO-YEPOMERA,3700,1,point1
"107° 07' 15.0000"" W","28° 18' 03.0000"" N",-107.1208333,28.30083333,2,02CHI138931/34AMGE06,CORNELIO FROESE FROESE,8,31,AGRICOLA,809,LAGUNA DE MEXICANOS,200000,1,point1
"107° 31' 47.0000"" W","28° 23' 56.0000"" N",-107.5297222,28.39888889,2,02CHI138943/09AMGE05,SUCESION A BIENES DE ADALBERTO CORDOVA CORDOVA,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,150000,1,point1
"107° 22' 17.0000"" W","28° 14' 34.0000"" N",-107.3713889,28.24277778,2,02CHI138948/09APGE05,OLIVIA CARAVEO GONZALEZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,28000,1,point1
"107° 13' 22.8000"" W","28° 18' 23.1000"" N",-107.223,28.30641667,2,02CHI138961/09AMGE06,JESUS OCTAVIO MENDOZA CORRAL,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,180000,1,point1
"107° 08' 55.0000"" W","28° 24' 40.0000"" N",-107.1486111,28.41111111,2,02CHI138969/09AMGE05,LEXMI ANAIS LOYA SANDOVAL,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,84000,1,point1
"107° 20' 40.0000"" W","28° 27' 08.0000"" N",-107.3444444,28.45222222,2,02CHI138971/09AMGE06,RUBEN ELADIO GUERRA OLIVAS,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,60000,1,point1
"107° 29' 41.0000"" W","28° 33' 19.0000"" N",-107.4947222,28.55527778,2,02CHI138992/09CMGE06,MARIA ISELA RICO DE BASS,8,31,DOMESTICO,860,GUERRERO-YEPOMERA,1000,1,point1
"107° 48' 45.0000"" W","28° 56' 25.0000"" N",-107.8125,28.94027778,2,02CHI139029/09HMGE06,JUNTA CENTRAL DE AGUA Y SANEAMIENTO,8,63,PUBLICO URBANO,860,GUERRERO-YEPOMERA,35478,1,point1
"107° 26' 24.0000"" W","28° 36' 50.0000"" N",-107.44,28.61388889,2,02CHI139048/09AMGE06,JESUS OCTAVIO ALMUINA ARMENDARIZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,120000,1,point1
"107° 25' 45.0000"" W","28° 35' 26.0000"" N",-107.4291667,28.59055556,2,02CHI139079/09AMGE06,EJIDO PASCUAL OROZCO; GRUPO NUM. 4,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,210000,1,point1
"108° 09' 20.0000"" W","29° 10' 52.0000"" N",-108.1555556,29.18111111,2,02CHI139109/09AMGE06,RAFAEL LOPEZ MUÑOZ Y GREGORIO  LOPEZ MARQUEZ,8,40,AGRICOLA,859,MADERA,222000,1,point1
"107° 20' 10.0000"" W","28° 27' 54.0000"" N",-107.3361111,28.465,2,02CHI139111/09IMGE06,ALBERTO TERRAZAS ERIVES Y SOCIOS,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,90000,1,point1
"107° 26' 28.0000"" W","28° 26' 50.0000"" N",-107.4411111,28.44722222,2,02CHI139127/09AMGE06,GRUPO EL DIVISADERO NUM. 10; BASUCHIL,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,300000,1,point1
"107° 07' 07.0000"" W","28° 25' 47.0000"" N",-107.1186111,28.42972222,2,02CHI139132/09AMGE06,GRACIELA VALLES VIDAL E HIJOS,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,16000,1,point1
"107° 07' 28.0000"" W","28° 25' 50.0000"" N",-107.1244444,28.43055556,2,02CHI139132/09AMGE06,GRACIELA VALLES VIDAL E HIJOS,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,16000,2,point1
"107° 07' 09.0000"" W","28° 25' 47.0000"" N",-107.1191667,28.42972222,2,02CHI139132/09AMGE06,GRACIELA VALLES VIDAL E HIJOS,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,16000,3,point1
"107° 15' 30.0000"" W","28° 22' 30.0000"" N",-107.2583333,28.375,2,02CHI139133/09AMGE06,DAVID LOEWEN FRIESEN,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,180000,1,point1
"107° 23' 23.0000"" W","28° 37' 50.0000"" N",-107.3897222,28.63055556,2,02CHI139139/09AMGE06,RANCHO VALLE ESCONDIDO; S. DE P.R. DE R.I.,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,36000,1,point1
"107° 33' 12.0000"" W","28° 40' 02.0000"" N",-107.5533333,28.66722222,2,02CHI139144/09IPGE06,GUSTAVO OROZCO PONCE,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,26375,1,point1
"107° 06' 13.0000"" W","28° 19' 41.0000"" N",-107.1036111,28.32805556,2,02CHI139145/09AMGE06,EJIDO BOQUILLA Y ANEXAS GRUPO LOS PINOS,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,360000,1,point1
"107° 14' 47.0000"" W","28° 28' 21.0000"" N",-107.2463889,28.4725,2,02CHI139148/09AMGE06,LUIS FERNANDO GOMEZ MUÑOZ,8,31,AGRICOLA,860,GUERRERO-YEPOMERA,372000,1,point1
"107° 37' 43.3000"" W","28° 41' 00.3000"" N",-107.6286944,28.68341667,2,02CHI139150/09HMGE06,JUNTA CENTRAL DE AGUA Y SANEAMIENTO; LOC. BARRIO DE CARICHI,8,31,PUBLICO URBANO,860,GUERRERO-YEPOMERA,23650,1,point1
